loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,lr
0.035791214555502,0.189185693860054,0.006573759019375,0.081078723073006,0.001000000047497
0.004464329220355,0.066815644502640,0.002857750980183,0.053457949310541,0.001000000047497
0.001916846144013,0.043781824409962,0.002189551480114,0.046792645007372,0.001000000047497
0.001306751277298,0.036149017512798,0.001587031409144,0.039837557822466,0.001000000047497
0.001387559343129,0.037249945104122,0.000989452237263,0.031455561518669,0.001000000047497
0.001244109123945,0.035271946340799,0.002270748838782,0.047652382403612,0.001000000047497
0.000923207902815,0.030384330078959,0.000787961296737,0.028070647269487,0.001000000047497
0.001107798540033,0.033283602446318,0.001069382182322,0.032701399177313,0.001000000047497
0.000852360739373,0.029195213690400,0.000680794240907,0.026092037558556,0.001000000047497
0.000906103115994,0.030101537704468,0.001063796691597,0.032615892589092,0.001000000047497
0.000690321612637,0.026273973286152,0.000712280045263,0.026688573881984,0.001000000047497
0.000894900294952,0.029914887621999,0.000649318331853,0.025481719523668,0.001000000047497
0.000580125895794,0.024085797369480,0.000605391571298,0.024604711681604,0.001000000047497
0.000330807000864,0.018188096582890,0.000398924021283,0.019973082467914,0.000200000009499
0.000314599688863,0.017736960202456,0.000384939979995,0.019619883969426,0.000200000009499
0.000313268275931,0.017699392512441,0.000388226617360,0.019703468307853,0.000200000009499
0.000311722775223,0.017655672505498,0.000391692010453,0.019791211932898,0.000200000009499
0.000310713832732,0.017627071589231,0.000386868399801,0.019668972119689,0.000200000009499
0.000269186362857,0.016406899318099,0.000292593729682,0.017105367034674,0.000040000002627
0.000264242844423,0.016255544498563,0.000296953134239,0.017232330515981,0.000040000002627
0.000261347217020,0.016166236251593,0.000300867191982,0.017345523461699,0.000040000002627
0.000256462983089,0.016014471650124,0.000295440491755,0.017188379541039,0.000040000002627
0.000245104369242,0.015655802562833,0.000283167813905,0.016827590763569,0.000040000002627
0.000220056128455,0.014834291301668,0.000236322579440,0.015372791327536,0.000008000000889
0.000210206912016,0.014498515054584,0.000229032637435,0.015133823268116,0.000008000000889
0.000200978742214,0.014176696538925,0.000221179550863,0.014872105792165,0.000008000000889
0.000191378305317,0.013833953998983,0.000214060491999,0.014630805701017,0.000008000000889
0.000183204509085,0.013535308651626,0.000216638101847,0.014718631282449,0.000001600000132
0.000180945848115,0.013451614417136,0.000215458945604,0.014678521081805,0.000001600000132
0.000179020964424,0.013379870913923,0.000214234445593,0.014636750333011,0.000001600000132
0.000177093505044,0.013307649642229,0.000212867875234,0.014589991420507,0.000001600000132
0.000175384993781,0.013243303634226,0.000215329258936,0.014674101024866,0.000000320000026
0.000174940898432,0.013226527720690,0.000215634077904,0.014684483408928,0.000000320000026
0.000174543398316,0.013211486861110,0.000215673120692,0.014685811474919,0.000000320000026
0.000174154512933,0.013196758925915,0.000215481763007,0.014679297804832,0.000000320000026
0.000173770429683,0.013182204216719,0.000215531938011,0.014681000262499,0.000000064000005
0.000173688793438,0.013179101049900,0.000215535066673,0.014681111089885,0.000000064000005
0.000173610562342,0.013176136650145,0.000215549618588,0.014681609347463,0.000000064000005
0.000173532956978,0.013173189014196,0.000215531865251,0.014681003987789,0.000000064000005
0.000173449589056,0.013170027174056,0.000215552005102,0.014681690372527,0.000000012800001
0.000173436186742,0.013169514946640,0.000215547624975,0.014681540429592,0.000000012800001
0.000173421343789,0.013168953359127,0.000215537045733,0.014681176282465,0.000000012800001
0.000173408043338,0.013168449513614,0.000215511914575,0.014680322259665,0.000000012800001
0.000173392691067,0.013167873024940,0.000215535605093,0.014681129716337,0.000000002560000
0.000173391337739,0.013167815282941,0.000215535532334,0.014681126922369,0.000000002560000
0.000173390450072,0.013167784549296,0.000215537627810,0.014681197702885,0.000000002560000
0.000173388805706,0.013167715631425,0.000215533305891,0.014681052416563,0.000000002560000
0.000173388936673,0.013167725875974,0.000215541280340,0.014681326225400,0.000000000512000
0.000173387685209,0.013167679309845,0.000215537715121,0.014681201428175,0.000000000512000
0.000173388412804,0.013167700730264,0.000215533407754,0.014681055210531,0.000000000512000
